"playerId","player","team","position","passAtt","passComp","passInc","passCompPct","passYds","passTds","passInt","rushAtt","rushYds","rushTds","fumbles","twoPts","regTds","pass300","pass350","pass400","returnTds","dataScrapeId","pass40","rush40","sacks","games","rec","recYds","recTds","returnYds","rush100","rush150","rush200","rec40","rec100","rec150","rec200"
2495916,"Sinorice Moss","NYG","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,19,231,1,NA,NA,NA,NA,NA,NA,NA,NA
2495921,"Jerious Norwood","ATL","RB",NA,NA,NA,NA,NA,NA,NA,134,655,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,38,315,1,NA,NA,NA,NA,NA,NA,NA,NA
2495931,"Leonard Pope","ARI","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,29,285,3,NA,NA,NA,NA,NA,NA,NA,NA
2495942,"Tony Scheffler","DEN","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,48,555,5,NA,NA,NA,NA,NA,NA,NA,NA
2495957,"Maurice Stovall","TB","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,11,145,0,NA,NA,NA,NA,NA,NA,NA,NA
2495967,"Leon Washington","NYJ","RB",NA,NA,NA,NA,NA,NA,NA,48,235,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,38,275,1,NA,NA,NA,NA,NA,NA,NA,NA
2495971,"Jeff Webb","KC","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,23,285,1,NA,NA,NA,NA,NA,NA,NA,NA
2495979,"DeAngelo Williams","CAR","RB",NA,NA,NA,NA,NA,NA,NA,181,814,5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,26,209,1,NA,NA,NA,NA,NA,NA,NA,NA
2495980,"Demetrius Williams","BAL","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,31,444,2,NA,NA,NA,NA,NA,NA,NA,NA
2499702,"Marty Booker","CHI","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,41,515,3,NA,NA,NA,NA,NA,NA,NA,NA
2499879,"Isaac Bruce","SF","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,51,710,5,NA,NA,NA,NA,NA,NA,NA,NA
