"playerId","player","team","position","passAtt","passComp","passInc","passCompPct","passYds","passTds","passInt","rushAtt","rushYds","rushTds","fumbles","twoPts","regTds","pass300","pass350","pass400","returnTds","dataScrapeId","pass40","rush40","sacks","games","rec","recYds","recTds","returnYds","rush100","rush150","rush200","rec40","rec100","rec150","rec200"
784,"Darius Reynaud","TEN","RB",NA,NA,NA,NA,NA,NA,NA,NA,15.4,0.1,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4.8,44.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA
832,"Josh Morgan","WAS","WR",NA,NA,NA,NA,NA,NA,NA,0,8.7,0.025,0.0333333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,33.4666666666667,472.88,2.22,NA,NA,NA,NA,NA,NA,NA,NA
925,"Jamaal Charles","KC","RB",NA,NA,NA,NA,NA,NA,NA,248,1454.26,5.86,2.16666666666667,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,58.2,460.74,2.08,NA,NA,NA,NA,NA,NA,NA,NA
927,"Justin Forsett","JAC","RB",NA,NA,NA,NA,NA,NA,NA,43.65,242.84,0.68,0.4,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,11,72.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA
929,"BenJarvus Green-Ellis","CIN","RB",NA,NA,NA,NA,NA,NA,NA,178.65,812.06,5.86,1.63333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12.7666666666667,100.26,0,NA,NA,NA,NA,NA,NA,NA,NA
931,"Felix Jones","PIT","RB",NA,NA,NA,NA,NA,NA,NA,NA,203.733333333333,0.4,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4.5,112.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA
939,"Rashard Mendenhall","ARI","RB",NA,NA,NA,NA,NA,NA,NA,228.5,908.3,6.22,1.46666666666667,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,22.7333333333333,160.26,0.34,NA,NA,NA,NA,NA,NA,NA,NA
941,"Ray Rice","BAL","RB",NA,NA,NA,NA,NA,NA,NA,249.65,1160.18,8.44,1.46666666666667,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,61.7,494.5,2.22,NA,NA,NA,NA,NA,NA,NA,NA
949,"Jonathan Stewart","CAR","RB",NA,NA,NA,NA,NA,NA,NA,122,591.62,3.58,1.43333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,17.8666666666667,185.76,0.54,NA,NA,NA,NA,NA,NA,NA,NA
1030,"Mario Manningham","SF","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.15,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,19.45,305.525,1.475,NA,NA,NA,NA,NA,NA,NA,NA
1032,"Jordy Nelson","GB","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.2,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,67.2333333333333,1002.18,7.54,NA,NA,NA,NA,NA,NA,NA,NA
1060,"Gary Barnidge","CLE","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,9.5,111.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA
1062,"Martellus Bennett","CHI","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0333333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,55.1666666666667,586.44,5.28,NA,NA,NA,NA,NA,NA,NA,NA
1072,"Jermichael Finley","GB","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,64.0666666666667,728.74,5.94,NA,NA,NA,NA,NA,NA,NA,NA
1074,"Dustin Keller","MIA","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,19,276.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA
1365,"Jacob Hester","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,63.8,0.3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8.4,55.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA
1581,"DeSean Jackson","PHI","WR",NA,NA,NA,NA,NA,NA,NA,7,89.55,0.025,1,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,64.6333333333333,952.64,5.96,NA,NA,NA,NA,NA,NA,NA,NA
1966,"John Carlson","MIN","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,15.9,166.05,0.75,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Tashard Choice","BUF","RB",NA,NA,NA,NA,NA,NA,NA,20,92.3,0.1,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3.6,22.5666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Peyton Hillis","NYG","RB",NA,NA,NA,NA,NA,NA,NA,18,156.825,1.3,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3.8,44.075,0,NA,NA,NA,NA,NA,NA,NA,NA
1990,"Eddie Royal","SD","WR",NA,NA,NA,NA,NA,NA,NA,3,11.675,0,0.9,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,25.1,351.325,1.725,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Craig Stevens","TEN","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,17.3,248.5,1.23333333333333,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Ryan Torain","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,66.7,0.3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3.7,22.3,0,NA,NA,NA,NA,NA,NA,NA,NA
2346,"Pierre Garcon","WAS","WR",NA,NA,NA,NA,NA,NA,NA,0,7.9,0,0.233333333333333,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,77.3333333333333,1066.68,7.18,NA,NA,NA,NA,NA,NA,NA,NA
2643,"Jalen Parmele","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,38.7,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2649,"Danny Amendola","NE","WR",NA,NA,NA,NA,NA,NA,NA,0,7,0,0.666666666666667,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,93.1666666666667,1008.68,6.94,NA,NA,NA,NA,NA,NA,NA,NA
2688,"Evan Moore","FA","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5.4,65.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA
4231,"Jed Collins","NO","RB",NA,NA,NA,NA,NA,NA,NA,2,4.5,0.6,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,9,46.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA
4235,"Mike Cox","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA
4327,"Danny Woodhead","SD","RB",NA,NA,NA,NA,NA,NA,NA,97,410.76,2.3,0.233333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,40.3666666666667,337.82,1.32,NA,NA,NA,NA,NA,NA,NA,NA
4433,"Marcel Reece","OAK","RB",NA,NA,NA,NA,NA,NA,NA,43,185.02,0.42,0.4,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,38.1666666666667,341.7,1.78,NA,NA,NA,NA,NA,NA,NA,NA
4487,"Matthew Slater","NE","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,153.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA
4505,"Chaz Schilens","FA","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,170.25,0,NA,NA,NA,NA,NA,NA,NA,NA
71195,"Ramses Barden","BUF","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4.5,275.55,0.85,NA,NA,NA,NA,NA,NA,NA,NA
71217,"Kenny Britt","TEN","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.466666666666667,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,61.0333333333333,864.78,6.36,NA,NA,NA,NA,NA,NA,NA,NA
71233,"Deon Butler","FA","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,140.25,0,NA,NA,NA,NA,NA,NA,NA,NA
71247,"James Casey","PHI","TE",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0.2,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,32.2666666666667,376.525,2.525,NA,NA,NA,NA,NA,NA,NA,NA
71255,"Chase Coffman","ATL","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,11.65,111.15,0.25,NA,NA,NA,NA,NA,NA,NA,NA
71265,"Jared Cook","STL","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.633333333333333,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,59.1333333333333,693.32,5.44,NA,NA,NA,NA,NA,NA,NA,NA
71269,"Michael Crabtree","SF","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,17.3333333333333,232.375,2.175,NA,NA,NA,NA,NA,NA,NA,NA
71281,"Jarett Dillard","FA","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
71299,"Tony Fiammetta","CHI","RB",NA,NA,NA,NA,NA,NA,NA,NA,12.7,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA
71321,"Graham Harrell","FA","QB",9.3,6,NA,64.5,63,0.7,0,1,4,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71345,"Rashad Jennings","OAK","RB",NA,NA,NA,NA,NA,NA,NA,78.35,331.88,1.36,1,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,14.0333333333333,109.16,0.26,NA,NA,NA,NA,NA,NA,NA,NA
71417,"Jordan Norwood","DEN","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5.1,59.2,0,NA,NA,NA,NA,NA,NA,NA,NA
71431,"Brandon Pettigrew","DET","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,64.8666666666667,638.02,4.68,NA,NA,NA,NA,NA,NA,NA,NA
71435,"John Phillips","SD","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10,101.5,1,NA,NA,NA,NA,NA,NA,NA,NA
71437,"Zach Potter","FA","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
71491,"Tiquan Underwood","TB","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,18.7,320.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA
71511,"Pat White","FA","QB",0,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79555,"Arian Foster","HOU","RB",NA,NA,NA,NA,NA,NA,NA,283.35,1316.78,11.82,1.9,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,41.8,405.58,2.12,NA,NA,NA,NA,NA,NA,NA,NA
79557,"Josh Freeman","TB","QB",551.025,322.05,NA,60.7,3864.28,25.56,16.1,38.15,187.16,0.46,4,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79563,"Shonn Greene","TEN","RB",NA,NA,NA,NA,NA,NA,NA,100.5,437.38,4.6,1.23333333333333,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,9.86666666666667,62.16,0,NA,NA,NA,NA,NA,NA,NA,NA
79589,"David Johnson","PIT","RB",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5.4,42.7,0,NA,NA,NA,NA,NA,NA,NA,NA
79593,"Quinn Johnson","TEN","RB",NA,NA,NA,NA,NA,NA,NA,NA,12.3,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5.3,40.5,0,NA,NA,NA,NA,NA,NA,NA,NA
79607,"LeSean McCoy","PHI","RB",NA,NA,NA,NA,NA,NA,NA,265.85,1164.34,7.82,1.73333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,53.4333333333333,432,2.44,NA,NA,NA,NA,NA,NA,NA,NA
79619,"Knowshon Moreno","DEN","RB",NA,NA,NA,NA,NA,NA,NA,66.35,272.82,1.92,0.433333333333333,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,13.9333333333333,86.22,0.32,NA,NA,NA,NA,NA,NA,NA,NA
79625,"Bear Pascoe","NYG","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,6.8,79.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA
79629,"Cedric Peerman","CIN","RB",NA,NA,NA,NA,NA,NA,NA,NA,118.5,0.4,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4.4,34.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA
79635,"Javon Ringer","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
79649,"Kory Sperry","ARI","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0.9,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA
79661,"Beanie Wells","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,261,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA
79858,"Mark Sanchez","NYJ","QB",147.275,84.425,NA,59.6,1162.7,7.04,8.88,10.15,33.54,0.32,1.9,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79860,"Matthew Stafford","DET","QB",684.175,423.6,NA,61.7,4891.64,28,15.68,24.65,97.8,1.22,3.76666666666667,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80425,"Percy Harvin","SEA","WR",NA,NA,NA,NA,NA,NA,NA,3,34.5666666666667,0,0.6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,20.9,223.2,1.26666666666667,NA,NA,NA,NA,NA,NA,NA,NA
80427,"Darrius Heyward-Bey","IND","WR",NA,NA,NA,NA,NA,NA,NA,0,6,0,0.4,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,41,645.98,3.6,NA,NA,NA,NA,NA,NA,NA,NA
80429,"Jeremy Maclin","PHI","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
80630,"Kahlil Bell","GB","RB",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
80644,"Mike Goodson","NYJ","RB",NA,NA,NA,NA,NA,NA,NA,25.65,183.44,0.7,0.2,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8.4,96.44,0.58,NA,NA,NA,NA,NA,NA,NA,NA
80664,"Mohamed Massaquoi","FA","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12.1,176.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA
80670,"Louis Murphy","NYG","WR",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,16.9,276.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA
80672,"Hakeem Nicks","NYG","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.6,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,68.6333333333333,986.26,7.08,NA,NA,NA,NA,NA,NA,NA,NA
80674,"Chris Ogbonnaya","CLE","RB",NA,NA,NA,NA,NA,NA,NA,38,96.9333333333333,0.366666666666667,0.7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,9.15,117.166666666667,0.0666666666666667,NA,NA,NA,NA,NA,NA,NA,NA
80682,"Brian Robiskie","FA","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8,84,0.7,NA,NA,NA,NA,NA,NA,NA,NA
81282,"Austin Collie","NE","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,25.1,383.433333333333,3.6,NA,NA,NA,NA,NA,NA,NA,NA
81284,"Chase Daniel","KC","QB",26.9,16.9,NA,68.4,139.65,0.625,0.7,1.5,4.675,0,0.0666666666666667,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81288,"Brandon Gibson","MIA","WR",NA,NA,NA,NA,NA,NA,NA,0,4.675,0,0.2,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,39.1333333333333,492.04,3.08,NA,NA,NA,NA,NA,NA,NA,NA
81294,"Brian Hoyer","CLE","QB",12.35,7.3,NA,60,90,0.6,0.2,1,4.8,0,0.05,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81296,"Stephen McGee","FA","QB",0,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81300,"Curtis Painter","NYG","QB",6.43333333333333,3.9,NA,57.9,40.7666666666667,0,0,0.5,3.63333333333333,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81306,"Brandon Tate","CIN","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.25,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5.3,164.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA
81308,"Mike Thomas","HOU","WR",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.25,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,16.3,229.35,1.15,NA,NA,NA,NA,NA,NA,NA,NA
81831,"Brian Hartline","MIA","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.6,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,61.6666666666667,773.58,3.68,NA,NA,NA,NA,NA,NA,NA,NA
81857,"Kevin Ogletree","DET","WR",NA,NA,NA,NA,NA,NA,NA,0,0,0,0.05,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,25.45,337.666666666667,0.933333333333333,NA,NA,NA,NA,NA,NA,NA,NA
81869,"Bernard Scott","BAL","RB",NA,NA,NA,NA,NA,NA,NA,NA,107.066666666667,0.1,1.4,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8.6,59.4333333333333,0.1,NA,NA,NA,NA,NA,NA,NA,NA
89686,"Curtis Brinkley","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
89688,"Kevin Brock","CIN","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0.4,6.2,0,NA,NA,NA,NA,NA,NA,NA,NA
89766,"Brandon Myers","NYG","TE",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,58.5666666666667,657.04,4.66,NA,NA,NA,NA,NA,NA,NA,NA
89798,"Antone Smith","ATL","RB",NA,NA,NA,NA,NA,NA,NA,NA,35.8,0.3,0.1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
163090,"Chris Pressley","FA","RB",NA,NA,NA,NA,NA,NA,NA,NA,14.3,0.3,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2.7,25,0,NA,NA,NA,NA,NA,NA,NA,NA
163982,"Will Johnson","PIT","RB",NA,NA,NA,NA,NA,NA,NA,NA,18.2,0.4,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10.2,88,0.9,NA,NA,NA,NA,NA,NA,NA,NA
238498,"Julian Edelman","NE","WR",NA,NA,NA,NA,NA,NA,NA,4,28.825,0.025,0.35,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,26.55,427.525,2.475,NA,NA,NA,NA,NA,NA,NA,NA
